This is a dataset of Pokemon statistics.
It includes generations 1 - 8!

abilities,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Merciless', 'Limber', 'Regenerator']",63,70,495,75,Brutal Star Pokémon,152,1000000,0.7,50,Dohidoideドヒドイデ,Toxapex,50,748,53,142,35,poison,water,14.5,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",100,70,385,190,Donkey Pokémon,70,1000000,1,70,Dorobankoドロバンコ,Mudbray,50,749,45,55,45,ground,NA,110,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",125,70,500,60,Draft Horse Pokémon,100,1000000,2.5,100,Banbadoroバンバドロ,Mudsdale,50,750,55,85,35,ground,NA,920,7,0
"['Water Bubble', 'Water Absorb']",40,70,269,200,Water Bubble Pokémon,52,1000000,0.3,38,Shizukumoシズクモ,Dewpider,50,751,40,72,27,water,bug,4,7,0
"['Water Bubble', 'Water Absorb']",70,70,454,100,Water Bubble Pokémon,92,1000000,1.8,68,Onishizukumoオニシズクモ,Araquanid,50,752,50,132,42,water,bug,82,7,0
"['Leaf Guard', 'Contrary']",55,70,250,190,Sickle Grass Pokémon,35,1000000,0.3,40,Karikiriカリキリ,Fomantis,50,753,50,35,35,grass,NA,1.5,7,0
"['Leaf Guard', 'Contrary']",105,70,480,75,Bloom Sickle Pokémon,90,1000000,0.9,70,Lalantesラランテス,Lurantis,50,754,80,90,45,grass,NA,18.5,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",35,70,285,190,Illuminating Pokémon,55,1000000,0.2,40,Nemasyuネマシュ,Morelull,50,755,65,75,15,grass,fairy,1.5,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",45,70,405,75,Illuminating Pokémon,80,1000000,1,60,Mashadeマシェード,Shiinotic,50,756,90,100,30,grass,fairy,11.5,7,0
"['Corrosion', 'Oblivious']",44,70,320,120,Toxic Lizard Pokémon,40,1000000,0.6,48,Yatoumoriヤトウモリ,Salandit,88.1,757,71,40,77,poison,fire,4.8,7,0
"['Corrosion', 'Oblivious']",64,70,480,45,Toxic Lizard Pokémon,60,1000000,1.2,68,Ennewtエンニュート,Salazzle,0,758,111,60,117,poison,fire,22.2,7,0
"['Fluffy', 'Klutz', 'Cute Charm']",75,70,340,140,Flailing Pokémon,50,1000000,0.5,70,Nuikogumaヌイコグマ,Stufful,50,759,45,50,50,normal,fighting,6.8,7,0
"['Fluffy', 'Klutz', 'Unnerve']",125,70,500,70,Strong Arm Pokémon,80,1000000,2.1,120,Kiterugumaキテルグマ,Bewear,50,760,55,60,60,normal,fighting,135,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",30,70,210,235,Fruit Pokémon,38,1059860,0.3,42,Amakajiアマカジ,Bounsweet,0,761,30,38,32,grass,NA,3.2,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",40,70,290,120,Fruit Pokémon,48,1059860,0.7,52,Amamaikoアママイコ,Steenee,0,762,40,48,62,grass,NA,8.2,7,0
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",120,70,510,45,Fruit Pokémon,98,1059860,1.2,72,Amajoアマージョ,Tsareena,0,763,50,98,72,grass,NA,21.4,7,0
"['Flower Veil', 'Triage', 'Natural Cure']",52,70,485,60,Posy Picker Pokémon,90,800000,0.1,51,Cuwawaキュワワー,Comfey,24.6,764,82,110,100,fairy,NA,0.3,7,0
"['Inner Focus', 'Telepathy', 'Symbiosis']",60,70,490,45,Sage Pokémon,80,1250000,1.5,90,Yareyuutanヤレユータン,Oranguru,50,765,90,110,60,normal,psychic,76,7,0
"['Receiver', 'Defiant']",120,70,490,45,Teamwork Pokémon,90,1250000,2,100,Nagetukesaruナゲツケサル,Passimian,50,766,40,60,80,fighting,NA,82.8,7,0
['Wimp Out'],35,70,230,90,Turn Tail Pokémon,40,1000000,0.5,25,Kosokumushiコソクムシ,Wimpod,50,767,20,30,80,bug,water,12,7,0
['Emergency Exit'],125,70,530,45,Hard Scale Pokémon,140,1000000,2,75,Gusokumushaグソクムシャ,Golisopod,50,768,60,90,40,bug,water,108,7,0
"['Water Compaction', 'Sand Veil']",55,70,320,140,Sand Heap Pokémon,80,1000000,0.5,55,Sunabaスナバァ,Sandygast,50,769,70,45,15,ghost,ground,70,7,0
"['Water Compaction', 'Sand Veil']",75,70,480,60,Sand Castle Pokémon,110,1000000,1.3,85,Sirodethnaシロデスナ,Palossand,50,770,100,75,35,ghost,ground,250,7,0
"['Innards Out', 'Unaware']",60,70,410,60,Sea Cucumber Pokémon,130,800000,0.3,55,Namakobushiナマコブシ,Pyukumuku,50,771,30,130,5,water,NA,1.2,7,0
['Battle Armor'],95,0,534,3,Synthetic Pokémon,95,1250000,1.9,95,Type: Nullタイプ：ヌル,Type: Null,NA,772,95,95,59,normal,NA,120.5,7,0
['RKS System'],95,0,570,3,Synthetic Pokémon,95,1250000,2.3,95,Silvadyシルヴァディ,Silvally,NA,773,95,95,95,normal,NA,100.5,7,0
['Shields Down'],100,70,500,30 (Meteorite)255 (Core),Meteor Pokémon,60,1059860,0.3,60,Metenoメテノ,Minior,NA,774,100,60,120,rock,flying,40,7,0
['Comatose'],115,70,480,45,Drowsing Pokémon,65,1250000,0.4,65,Nekkoaraネッコアラ,Komala,50,775,75,95,65,normal,NA,19.9,7,0
['Shell Armor'],78,70,485,70,Blast Turtle Pokémon,135,1000000,2,60,Bakugamesバクガメス,Turtonator,50,776,91,85,36,fire,dragon,212,7,0
"['Iron Barbs', 'Lightningrod', 'Sturdy']",98,70,435,180,Roly-Poly Pokémon,63,1000000,0.3,65,Togedemaruトゲデマル,Togedemaru,50,777,40,73,96,electric,steel,3.3,7,0
['Disguise'],90,70,476,45,Disguise Pokémon,80,1000000,0.2,55,Mimikkyuミミッキュ,Mimikyu,50,778,50,105,96,ghost,fairy,0.7,7,0
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",105,70,475,80,Gnash Teeth Pokémon,70,1000000,0.9,68,Hagigishiriハギギシリ,Bruxish,50,779,70,70,92,water,psychic,19,7,0
"['Berserk', 'Sap Sipper', 'Cloud Nine']",60,70,485,70,Placid Pokémon,85,1000000,3,78,Jijilongジジーロン,Drampa,50,780,135,91,36,normal,dragon,185,7,0
['Steelworker'],131,70,517,25,Sea Creeper Pokémon,100,1000000,3.9,70,Dadarinダダリン,Dhelmise,NA,781,86,90,40,ghost,grass,210,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",55,70,300,45,Scaly Pokémon,65,1250000,0.6,45,Jyarakoジャラコ,Jangmo-o,50,782,45,45,45,dragon,NA,29.7,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",75,70,420,45,Scaly Pokémon,90,1250000,1.2,55,Jyarangoジャランゴ,Hakamo-o,50,783,65,70,65,dragon,fighting,47,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",110,70,600,45,Scaly Pokémon,125,1250000,1.6,75,Jyararangaジャラランガ,Kommo-o,50,784,100,105,85,dragon,fighting,78.2,7,0
"['Electric Surge', 'Telepathy']",115,70,570,3,Land Spirit Pokémon,85,1250000,1.8,70,Kapu-kokekoカプ・コケコ,Tapu Koko,NA,785,95,75,130,electric,fairy,20.5,7,1
"['Psychic Surge', 'Telepathy']",85,70,570,3,Land Spirit Pokémon,75,1250000,1.2,70,Kapu-tetefuカプ・テテフ,Tapu Lele,NA,786,130,115,95,psychic,fairy,18.6,7,1
"['Grassy Surge', 'Telepathy']",130,70,570,3,Land Spirit Pokémon,115,1250000,1.9,70,Kapu-bululカプ・ブルル,Tapu Bulu,NA,787,85,95,75,grass,fairy,45.5,7,1
"['Misty Surge', 'Telepathy']",75,70,570,3,Land Spirit Pokémon,115,1250000,1.3,70,Kapu-rehireカプ・レヒレ,Tapu Fini,NA,788,95,130,85,water,fairy,21.2,7,1
['Unaware'],29,0,200,45,Nebula Pokémon,31,1250000,0.2,43,Cosmogコスモッグ,Cosmog,NA,789,29,31,37,psychic,NA,0.1,7,1
['Sturdy'],29,0,400,45,Protostar Pokémon,131,1250000,0.1,43,Cosmovumコスモウム,Cosmoem,NA,790,29,131,37,psychic,NA,999.9,7,1
['Full Metal Body'],137,0,680,45,Sunne Pokémon,107,1250000,3.4,137,Solgaleoソルガレオ,Solgaleo,NA,791,113,89,97,psychic,steel,230,7,1
['Shadow Shield'],113,0,680,45,Moone Pokémon,89,1250000,4,137,Lunalaルナアーラ,Lunala,NA,792,137,107,97,psychic,ghost,120,7,1
['Beast Boost'],53,0,570,45,Parasite Pokémon,47,1250000,1.2,109,Uturoidウツロイド,Nihilego,NA,793,127,131,103,rock,poison,55.5,7,1
['Beast Boost'],139,0,570,25,Swollen Pokémon,139,1250000,2.4,107,Massivoonマッシブーン,Buzzwole,NA,794,53,53,79,bug,fighting,333.6,7,1
['Beast Boost'],137,0,570,255,Lissome Pokémon,37,1250000,1.8,71,Pheroacheフェローチェ,Pheromosa,NA,795,137,37,151,bug,fighting,25,7,1
['Beast Boost'],89,0,570,30,Glowing Pokémon,71,1250000,3.8,83,Denjyumokuデンジュモク,Xurkitree,NA,796,173,71,83,electric,NA,100,7,1
['Beast Boost'],101,0,570,25,Launch Pokémon,103,1250000,9.2,97,Tekkaguyaテッカグヤ,Celesteela,NA,797,107,101,61,steel,flying,999.9,7,1
['Beast Boost'],181,0,570,255,Drawn Sword Pokémon,131,1250000,0.3,59,Kamiturugiカミツルギ,Kartana,NA,798,59,31,109,grass,steel,0.1,7,1
['Beast Boost'],101,0,570,15,Junkivore Pokémon,53,1250000,5.5,223,Akuzikingアクジキング,Guzzlord,NA,799,97,53,43,dark,dragon,888,7,1
['Prism Armor'],107,0,600,3,Prism Pokémon,101,1250000,2.4,97,Necrozmaネクロズマ,Necrozma,NA,800,127,89,79,psychic,NA,230,7,1
['Soul-Heart'],95,0,600,3,Artificial Pokémon,115,1250000,1,80,Magearnaマギアナ,Magearna,NA,801,130,115,65,steel,fairy,80.5,7,1
